지역,구분,no.,시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
,경남,9760,경상남도,창원시 진해구,꿈동산어린이집,가정,정상,51611,"경상남도 창원시 진해구 신항4로 75 1307동101호(용원동, 부산신항13단지부영아파트)",055-552-3893,055-552-3893,3,57,0,4,5,19,4,35.08930348,128.8171542,운영,,2008-03-03,,,
,경남,9761,경상남도,창원시 진해구,아이꿈어린이집,가정,정상,51611,"경상남도 창원시 진해구 신항동로 267 409동 103호(용원동, 부산신항4단지 부영아파트)",055-980-5576,--,3,54,0,4,5,19,6,35.0937607,128.8095252,운영,,2010-01-29,,,
,경남,9762,경상남도,창원시 진해구,아이뜰어린이집,가정,정상,51606,"경상남도 창원시 진해구 안청남로 29-1 102동 105호(용원동, 일신님)",055-551-2336,055-551-2336,3,56,0,4,7,19,14,35.102703,128.80698,운영,,2009-05-15,,,
,경남,9763,경상남도,창원시 진해구,아이마음 어린이집,가정,정상,51606,"경상남도 창원시 진해구 안청남로 33 109동 103호(용원동, 코아루)",055-551-2588,--,4,84,0,4,7,19,11,35.101067,128.80673,운영,,2003-02-28,,,
,경남,9764,경상남도,창원시 진해구,아이원어린이집,가정,정상,51607,"경상남도 창원시 진해구 안청북로 33 105동 102호(청안동, 풍림아파트)",055-546-1201,055-545-1201,3,58,0,4,5,13,9,35.10457208,128.8071246,운영,,2009-10-30,,,
,경남,9765,경상남도,창원시 진해구,맑은숲어린이집,가정,재개,51607,경상남도 창원시 진해구 안청로 126 112동101호,055-602-0145,--,2,35,0,3,5,13,10,35.10006917,128.8059549,미운영,,2003-02-19,,,
,경남,9766,경상남도,창원시 진해구,아이조아 어린이집,가정,정상,51611,"경상남도 창원시 진해구 신항동로 225 307동 101호(용원동, 부산신항3단지 부영아파트)",055-542-8512,055-542-8512,4,60,0,3,6,19,16,35.10741454,128.8060131,운영,,2009-06-18,,,
,경남,9767,경상남도,창원시 진해구,일신아이뜰어린이집,가정,정상,51603,경상남도 창원시 진해구 안청남로 29-1 102동 106호(일신님아파트),055-552-5051,055-552-5051,4,59,0,4,5,19,16,35.10353652,128.8177256,운영,,2004-10-15,,,
,경남,9768,경상남도,창원시 진해구,열매어린이집,가정,정상,51607,경상남도 창원시 진해구 안청로 126 106동103호(해인로즈빌아파트),055-552-6246,--,3,44,0,3,0,13,0,35.107414,128.80602,미운영,,2010-03-12,,,
,경남,9769,경상남도,창원시 진해구,예쁜꼬마어린이집,가정,정상,51606,"경상남도 창원시 진해구 안청남로 33 109동 106호(용원동, 코아루)",070-4644-1901,--,4,84,0,3,7,19,10,35.101067,128.80673,운영,,2009-02-16,,,
,경남,9770,경상남도,창원시 진해구,키즈맘어린이집,가정,정상,51606,"경상남도 창원시 진해구 안청남로 29-1 102동 102호(용원동, 일신님)",055-552-1927,055-552-1927,3,101,0,4,7,20,12,35.10077448,128.814527,운영,,2008-01-10,,,
,경남,9771,경상남도,창원시 진해구,들꽃아이어린이집,가정,정상,51606,"경상남도 창원시 진해구 안골로 359 101동 108호(용원동, 일신님아파트)",055-552-7202,055-552-7202,4,61,0,4,1,19,0,35.0937607,128.8095252,운영,,2004-02-06,,,
,경남,9772,경상남도,창원시 진해구,해담어린이집,가정,정상,51611,"경상남도 창원시 진해구 신항동로 225 308동 106호(용원동, 부산신항3단지 부영아파트)",055-544-0408,055-544-0408,4,58,0,4,6,19,11,35.0937607,128.8095252,운영,,2009-10-14,,,
,경남,9773,경상남도,창원시 진해구,해달별어린이집,가정,재개,51611,경상남도 창원시 진해구 신항4로 75 1302동101호(용원동.부산신항13단지부영아파트),055-551-0054,055-551-0054,3,52,0,4,6,19,10,35.09036639,128.8173395,미운영,,2005-10-04,,,
,경남,9774,경상남도,창원시 진해구,시티행복어린이집,가정,정상,51617,"경상남도 창원시 진해구 웅천동로 100 208동 102호(남문동, 시티프라디움2차)",055-543-8518,--,4,61,0,4,5,19,13,35.1044458,128.7511196,운영,,2009-08-11,,,
,경남,9775,경상남도,창원시 진해구,누리봄어린이집,가정,정상,51642,"경상남도 창원시 진해구 진해대로975번길 20 102동 101호(자은동, 자은동더샵아파트)",055-547-7797,055-547-7797,4,73,0,4,6,19,9,35.14202911,128.710738,운영,,1999-09-11,,,
,경남,9776,경상남도,창원시 진해구,아이스토리어린이집,가정,재개,51596,"경상남도 창원시 진해구 냉천로 84 112동 101호(자은동, 대동빌라트)",070-8615-0284,--,3,52,0,4,1,19,0,35.15136263,128.7079249,미운영,,2006-02-15,,,
,경남,9777,경상남도,창원시 진해구,우성루키어린이집,가정,정상,51653,"경상남도 창원시 진해구 충장로 575 118동 107호(풍호동, 우성아파트)",055-542-1463,055-544-1464,3,60,0,4,5,19,14,35.13830645,128.7035421,운영,,2006-12-12,,,
,경남,9778,경상남도,창원시 진해구,해바라기어린이집,가정,정상,51628,"경상남도 창원시 진해구 천자로 386 107동 103호(풍호동, 마린푸르지오1단지)",055-547-1228,--,3,66,0,4,0,19,0,35.13797,128.70273,운영,,2001-04-02,,,
,경남,9779,경상남도,창원시 진해구,에코베베어린이집,가정,정상,51653,"경상남도 창원시 진해구 충장로 575 110동 103호(풍호동, 우성아파트)",055-547-1245,055-547-0577,4,89,0,5,4,20,12,35.1379688,128.7027352,운영,,2010-05-19,,,
,경남,9780,경상남도,창원시 진해구,다온어린이집,가정,정상,51632,"경상남도 창원시 진해구 행암로 25 103동 101호(장천동, 진해장천대동다숲아파트)",055-542-3068,055-542-3068,4,84,0,4,0,19,0,35.129227,128.7049,운영,,2010-08-30,,,
,경남,9781,경상남도,창원시 진해구,산새소리어린이집,가정,정상,51652,"경상남도 창원시 진해구 풍호로42번길 13 112동 102호(풍호동, 동부산아이존빌)",055-551-6621,--,4,95,0,4,5,20,12,35.13866812,128.7071246,운영,,2010-09-15,,,
,경남,9782,경상남도,창원시 진해구,슈퍼스타어린이집,가정,정상,51653,"경상남도 창원시 진해구 충장로 575 112동 110호(풍호동, 우성아파트)",055-542-1748,055-542-1748,3,59,0,3,0,13,0,35.13797,128.70273,운영,yeoung7759@ hanmail. net,2010-11-24,,,
,경남,9783,경상남도,창원시 진해구,코코어린이집,가정,정상,51632,"경상남도 창원시 진해구 행암로 25 112동 101호(장천동, 진해장천대동다숲아파트)",055-547-0707,--,4,58,0,4,4,19,10,35.129227,128.7049,운영,,2011-01-07,,,
,경남,9784,경상남도,창원시 진해구,천사들의뜰어린이집,가정,재개,51689,경상남도 창원시 진해구 여좌로99번길 14 (여좌동),055-542-8169,055-542-8169,4,80,0,6,5,20,9,35.15736425,128.6583651,운영,,2011-01-07,,,
,경남,9785,경상남도,창원시 진해구,고운나래어린이집,민간,정상,51689,경상남도 창원시 진해구 여명로 85 (여좌동),055-547-1958,055-547-1957,5,197,0,6,7,42,15,35.15845632,128.6610971,운영,,2011-01-07,,,
,경남,9786,경상남도,창원시 진해구,경동큰나무어린이집,가정,정상,51650,"경상남도 창원시 진해구 풍호로3번길 14 106동 102호(풍호동, 경동윈츠빌아파트)",055-552-8180,--,3,84,0,4,6,19,11,35.14093977,128.7024416,운영,,2011-01-18,,,
,경남,9787,경상남도,창원시 진해구,은하수 어린이집,가정,정상,51653,"경상남도 창원시 진해구 충장로 575 115동 101호(풍호동, 우성아파트)",055-551-2595,--,4,53,0,4,0,19,0,35.13797,128.70273,운영,,2011-02-24,,,
,경남,9788,경상남도,창원시 진해구,리틀킹어린이집,가정,정상,51650,"경상남도 창원시 진해구 풍호로3번길 14 106동 104호(풍호동, 경동윈츠빌아파트)",055-547-2889,--,3,69,0,4,5,19,8,35.14093977,128.7024416,운영,,2011-03-18,,,
,경남,9789,경상남도,창원시 진해구,키즈썸머힐 어린이집,민간,정상,51663,경상남도 창원시 진해구 충장로449번길 3 (이동),055-547-9555,055-547-9556,7,225,1,16,0,65,0,35.14911024,128.6988741,운영,,2011-06-21,,,
,경남,9790,경상남도,창원시 진해구,SK숲art 어린이집,가정,정상,51690,경상남도 창원시 진해구 여좌남로41번길 33 (여좌동),055-545-2375,0504-437-2375,3,100,0,4,3,20,10,35.15792009,128.6607448,미운영,,2011-07-21,,,
,경남,9791,경상남도,창원시 진해구,느티나무어린이집,민간,정상,51671,경상남도 창원시 진해구 진해대로694번길 21-1 (경화동),055-543-5661,055-543-5663,10,353,1,16,11,120,44,35.15750311,128.6917208,운영,,2011-11-11,,,
,경남,9792,경상남도,창원시 진해구,아이존어린이집,가정,정상,645808,"경상남도 창원시 진해구 병암로 20 102-103(이동, 디에스아이존빌)",055-547-7942,--,3,84,0,4,5,19,7,35.15508799,128.6937083,운영,cocoa3004@hanmail.net,2011-12-05,,,
,경남,9793,경상남도,창원시 진해구,에셀나무어린이집,민간,정상,51669,경상남도 창원시 진해구 충장로337번길 31 (경화동),055-543-5252,055-541-2004,5,180,2,8,5,63,7,35.15649987,128.6886282,운영,www.Eselnamoo.com,2012-01-06,,,
,경남,9794,경상남도,창원시 진해구,연꽃누리어린이집,사회복지법인,정상,51669,경상남도 창원시 진해구 충장로345번길 38-3 ,055-544-0365,055-544-0365,4,111,1,7,7,22,9,35.15718068,128.6897002,운영,,2005-01-28,,,
,경남,9795,경상남도,창원시 진해구,은혜영아전담어린이집,사회복지법인,정상,51637,경상남도 창원시 진해구 자은로78번길 41 (자은동),055-546-7796,055-546-7795,4,106,0,6,4,39,4,35.14855325,128.7103345,미운영,,2004-12-14,,,
,경남,9796,경상남도,창원시 진해구,풍호은성영아전담어린이집,사회복지법인,정상,51654,경상남도 창원시 진해구 천자로385번길 9-12 ,055-544-8117,055-542-8117,7,137,0,10,10,49,26,35.13578379,128.7060523,운영,,2005-01-27,,,
,경남,9797,경상남도,창원시 진해구,근로복지공단 진해어린이집,법인·단체등,정상,51659,경상남도 창원시 진해구 진해대로776번길 35 (이동),055-544-5556,055-544-5558,9,552,1,47,26,140,103,35.15545223,128.6980789,운영,https://www.comwel.or.kr/kids/jinhae/main.do,2002-11-25,,,
,경남,9798,경상남도,창원시 진해구,아이사랑어린이집,가정,정상,51655,경상남도 창원시 진해구 이동로13번길 8 (이동),055-547-3783,055-547-5783,2,79,0,4,8,20,18,35.15157577,128.6935258,운영,,2003-08-19,,,
,경남,9799,경상남도,창원시 진해구,오션빌해군어린이집,직장,정상,51699,경상남도 창원시 진해구 여명로 19 오션빌아파트내,055-541-1876,055-541-1873,6,226,2,15,15,80,47,35.15434402,128.6554399,미운영,,2011-09-07,,,
,경남,9800,경상남도,창원시 진해구,행복나무어린이집,가정,정상,51642,"경상남도 창원시 진해구 풍호로35번길 11 108동 102호(자은동, 협성DS,이아이존빌)",055-546-2189,--,4,53,0,4,0,19,0,35.14052529,128.7080251,미운영,,2012-04-06,,,
,경남,9801,경상남도,창원시 진해구,설화어린이집,가정,정상,51642,"경상남도 창원시 진해구 진해대로975번길 26 101동102호(자은동,더샵아파트)",055-552-3191,055-544-3198,4,64,0,4,0,19,0,35.14398078,128.7096728,운영,,2013-02-08,,,
,경남,9802,경상남도,창원시 진해구,힐링어린이집,가정,정상,51607,"경상남도 창원시 진해구 안청북로 33 101-103(청안동,풍림아파트)",070-4063-9903,--,3,48,0,4,1,13,0,35.10439097,128.8067328,미운영,,2013-04-05,,,
,경남,9803,경상남도,창원시 진해구,꿈자람어린이집,가정,정상,51611,"경상남도 창원시 진해구 신항동로 136 801동102호(용원동,부산신항8단지부영아파트)",055-606-6833,0504-277-3293,3,57,0,4,5,15,6,35.10148144,128.8043394,운영,,2013-05-06,,,
,경남,9804,경상남도,창원시 진해구,솔로몬어린이집,가정,정상,51607,"경상남도 창원시 진해구 안청로 126 102-103(청안동, 해인로즈빌앞트)",055-551-3123,055-551-3123,3,39,0,4,4,13,6,35.1072952,128.805608,미운영,,2013-05-13,,,
,경남,9805,경상남도,창원시 진해구,해피맘어린이집,가정,정상,51611,"경상남도 창원시 진해구 신항동로 136 801동 102호(용원동,부산신항8단지부영아파트)",055-606-6833,055-606-6833,3,51,0,4,1,19,0,35.08999752,128.8117284,운영,,2013-06-05,,,
,경남,9806,경상남도,창원시 진해구,동화숲어린이집,가정,정상,51606,경상남도 창원시 진해구 안골로 359 일신님아파트 106-103,055-552-3320,055-552-8340,3,59,0,4,6,19,16,35.10295199,128.8104032,운영,,2013-06-05,,,
,경남,9807,경상남도,창원시 진해구,레몬키즈어린이집,가정,정상,51611,"경상남도 창원시 진해구 신항5로 56 602동 103호(용원동, 부영아파트)",055-552-7848,055-552-7848,3,63,0,4,1,19,0,35.10128991,128.8099366,운영,,2013-06-05,,,
,경남,9808,경상남도,창원시 진해구,초록어린이집,가정,정상,51608,경상남도 창원시 진해구 안청남로 13 107-106(청안동 부영아파트),055-551-0707,--,3,54,0,4,5,19,14,35.10106315,128.8043478,운영,,2013-06-13,,,
,경남,9809,경상남도,창원시 진해구,무지개어린이집,민간,정상,51621,경상남도 창원시 진해구 웅천중로51번길 24 (서중동),055-551-4342,055-551-4342,17,757,2,23,24,190,142,35.11021571,128.7474791,운영,,2013-08-13,,,
,경남,9810,경상남도,창원시 진해구,바다별어린이집,민간,정상,51609,경상남도 창원시 진해구 청안로 255 ,055-545-1616,055-545-1619,9,288,2,32,13,99,46,35.0995582,128.8024711,운영,,2013-11-15,,,
,경남,9811,경상남도,창원시 진해구,꼬마숲해담어린이집,민간,정상,51651,경상남도 창원시 진해구 풍호로35번길 11 협성아이존빌  관리동,055-546-4297,055-546-4297,5,88,0,8,5,33,14,35.14099564,128.704365,운영,,2015-04-06,,,
,경남,9812,경상남도,창원시 진해구,프라임크로바어린이집,민간,정상,51590,경상남도 창원시 진해구 냉천로 257 LH자은프라임 복리동,055-544-7100,055-544-7102,9,274,5,12,11,73,37,35.15342396,128.7214154,미운영,,2015-07-09,,,
,경남,9813,경상남도,창원시 진해구,바다마을해군어린이집,직장,정상,51628,경상남도 창원시 진해구 충장로 645 ,055-713-5533,055-713-5534,7,218,1,33,15,82,51,35.13361398,128.7045359,미운영,,2015-12-23,,,
,경남,9814,경상남도,창원시 진해구,마린빅스맘어린이집,민간,정상,51628,"경상남도 창원시 진해구 충장로657번길 35 관리동(풍호동, 창원마린푸르지오 2단지아파트)",055-542-0995,--,4,141,0,7,10,33,29,35.13129929,128.7063526,운영,,2016-05-13,,,
,경남,9815,경상남도,창원시 진해구,늘푸른어린이집,민간,정상,51628,경상남도 창원시 진해구 천자로 386 마린푸르지오아파트 복리동,055-547-9985,055-547-9985,13,573,2,16,19,130,98,35.13443535,128.7045749,운영,https://blog.naver.com/mj1791_,2016-05-27,,,
,경남,9816,경상남도,창원시 진해구,크니크니어린이집,민간,정상,51611,경상남도 창원시 진해구 신항동로 143 111동(부산신항만이지더원아파트.복리동),055-541-1079,055-541-1079,3,90,0,5,10,31,22,35.08836624,128.8115073,운영,,2016-09-05,,,
,경남,9817,경상남도,창원시 진해구,하늘별꽃어린이집,민간,정상,51611,경상남도 창원시 진해구 신항북로 202 211동(부산신항 이지더원아파트 2단지.복리동),055-541-0060,055-541-0060,4,85,0,5,10,31,23,35.08693415,128.8115264,운영,,2016-09-22,,,
,경남,9818,경상남도,창원시 진해구,한신에코어린이집,민간,정상,51632,경상남도 창원시 진해구 행암로 5 213동(복리동),055-601-0309,--,5,123,0,8,8,46,22,35.12858776,128.7087324,미운영,,2017-02-23,,,
,경남,9819,경상남도,창원시 진해구,두산위브드림어린이집,민간,정상,51584,경상남도 창원시 진해구 조천로 30 경화동두산위브아파트 어린이집(복리동),055-551-0522,--,5,139,0,10,11,49,34,35.16092967,128.6853784,운영,,2017-03-02,,,
,경남,9820,경상남도,창원시 진해구,사랑별어린이집,가정,정상,51590,경상남도 창원시 진해구 냉천로 257 416동 102호,055-551-0077,055-551-0077,3,54,0,4,4,19,10,35.1525869,128.7215931,미운영,,2017-04-25,,,
,경남,9821,경상남도,창원시 진해구,남문햇살어린이집,가정,정상,51618,경상남도 창원시 진해구 웅천동로 16 105동103호(남문동.시티프라디움1차아파트),055-547-4665,--,3,36,0,5,5,13,13,35.10709119,128.7546505,미운영,,2017-06-05,,,
